date,value,daily_rate,cdi_value,source
2023-01-02,0.03962901489071857,3.962901489071857e-4,5001.981450744536,proxy_fixed_annual_rate
2023-01-03,0.03962901489071857,3.962901489071857e-4,5003.963686718483,proxy_fixed_annual_rate
2023-01-04,0.03962901489071857,3.962901489071857e-4,5005.9467082330175,proxy_fixed_annual_rate
2023-01-05,0.03962901489071857,3.962901489071857e-4,5007.930515599446,proxy_fixed_annual_rate
2023-01-06,0.03962901489071857,3.962901489071857e-4,5009.91510912919,proxy_fixed_annual_rate
2023-01-09,0.03962901489071857,3.962901489071857e-4,5011.900489133798,proxy_fixed_annual_rate
2023-01-10,0.03962901489071857,3.962901489071857e-4,5013.886655924945,proxy_fixed_annual_rate
2023-01-11,0.03962901489071857,3.962901489071857e-4,5015.873609814425,proxy_fixed_annual_rate
2023-01-12,0.03962901489071857,3.962901489071857e-4,5017.8613511141575,proxy_fixed_annual_rate
2023-01-13,0.03962901489071857,3.962901489071857e-4,5019.849880136187,proxy_fixed_annual_rate
2023-01-16,0.03962901489071857,3.962901489071857e-4,5021.839197192678,proxy_fixed_annual_rate
2023-01-17,0.03962901489071857,3.962901489071857e-4,5023.829302595921,proxy_fixed_annual_rate
2023-01-18,0.03962901489071857,3.962901489071857e-4,5025.820196658332,proxy_fixed_annual_rate
2023-01-19,0.03962901489071857,3.962901489071857e-4,5027.8118796924455,proxy_fixed_annual_rate
2023-01-20,0.03962901489071857,3.962901489071857e-4,5029.804352010926,proxy_fixed_annual_rate
2023-01-23,0.03962901489071857,3.962901489071857e-4,5031.797613926558,proxy_fixed_annual_rate
2023-01-24,0.03962901489071857,3.962901489071857e-4,5033.791665752253,proxy_fixed_annual_rate
2023-01-25,0.03962901489071857,3.962901489071857e-4,5035.786507801041,proxy_fixed_annual_rate
2023-01-26,0.03962901489071857,3.962901489071857e-4,5037.782140386083,proxy_fixed_annual_rate
2023-01-27,0.03962901489071857,3.962901489071857e-4,5039.778563820658,proxy_fixed_annual_rate
2023-01-30,0.03962901489071857,3.962901489071857e-4,5041.775778418174,proxy_fixed_annual_rate
2023-01-31,0.03962901489071857,3.962901489071857e-4,5043.77378449216,proxy_fixed_annual_rate
2023-02-01,0.03962901489071857,3.962901489071857e-4,5045.7725823562705,proxy_fixed_annual_rate
2023-02-02,0.03962901489071857,3.962901489071857e-4,5047.772172324284,proxy_fixed_annual_rate
2023-02-03,0.03962901489071857,3.962901489071857e-4,5049.7725547101045,proxy_fixed_annual_rate
2023-02-06,0.03962901489071857,3.962901489071857e-4,5051.773729827758,proxy_fixed_annual_rate
2023-02-07,0.03962901489071857,3.962901489071857e-4,5053.775697991397,proxy_fixed_annual_rate
2023-02-08,0.03962901489071857,3.962901489071857e-4,5055.778459515296,proxy_fixed_annual_rate
2023-02-09,0.03962901489071857,3.962901489071857e-4,5057.78201471386,proxy_fixed_annual_rate
2023-02-10,0.03962901489071857,3.962901489071857e-4,5059.786363901611,proxy_fixed_annual_rate
2023-02-13,0.03962901489071857,3.962901489071857e-4,5061.791507393201,proxy_fixed_annual_rate
2023-02-14,0.03962901489071857,3.962901489071857e-4,5063.797445503402,proxy_fixed_annual_rate
2023-02-15,0.03962901489071857,3.962901489071857e-4,5065.804178547116,proxy_fixed_annual_rate
2023-02-16,0.03962901489071857,3.962901489071857e-4,5067.811706839368,proxy_fixed_annual_rate
2023-02-17,0.03962901489071857,3.962901489071857e-4,5069.820030695305,proxy_fixed_annual_rate
2023-02-22,0.03962901489071857,3.962901489071857e-4,5071.8291504302015,proxy_fixed_annual_rate
2023-02-23,0.03962901489071857,3.962901489071857e-4,5073.839066359456,proxy_fixed_annual_rate
2023-02-24,0.03962901489071857,3.962901489071857e-4,5075.849778798595,proxy_fixed_annual_rate
2023-02-27,0.03962901489071857,3.962901489071857e-4,5077.861288063266,proxy_fixed_annual_rate
2023-02-28,0.03962901489071857,3.962901489071857e-4,5079.8735944692435,proxy_fixed_annual_rate
2023-03-01,0.03962901489071857,3.962901489071857e-4,5081.886698332425,proxy_fixed_annual_rate
2023-03-02,0.03962901489071857,3.962901489071857e-4,5083.900599968837,proxy_fixed_annual_rate
2023-03-03,0.03962901489071857,3.962901489071857e-4,5085.915299694628,proxy_fixed_annual_rate
2023-03-06,0.03962901489071857,3.962901489071857e-4,5087.930797826073,proxy_fixed_annual_rate
2023-03-07,0.03962901489071857,3.962901489071857e-4,5089.947094679574,proxy_fixed_annual_rate
2023-03-08,0.03962901489071857,3.962901489071857e-4,5091.964190571653,proxy_fixed_annual_rate
2023-03-09,0.03962901489071857,3.962901489071857e-4,5093.982085818964,proxy_fixed_annual_rate
2023-03-10,0.03962901489071857,3.962901489071857e-4,5096.000780738284,proxy_fixed_annual_rate
2023-03-13,0.03962901489071857,3.962901489071857e-4,5098.020275646514,proxy_fixed_annual_rate
2023-03-14,0.03962901489071857,3.962901489071857e-4,5100.040570860682,proxy_fixed_annual_rate
2023-03-15,0.03962901489071857,3.962901489071857e-4,5102.061666697941,proxy_fixed_annual_rate
2023-03-16,0.03962901489071857,3.962901489071857e-4,5104.083563475571,proxy_fixed_annual_rate
2023-03-17,0.03962901489071857,3.962901489071857e-4,5106.106261510975,proxy_fixed_annual_rate
2023-03-20,0.03962901489071857,3.962901489071857e-4,5108.129761121686,proxy_fixed_annual_rate
2023-03-21,0.03962901489071857,3.962901489071857e-4,5110.154062625357,proxy_fixed_annual_rate
2023-03-22,0.03962901489071857,3.962901489071857e-4,5112.179166339774,proxy_fixed_annual_rate
2023-03-23,0.03962901489071857,3.962901489071857e-4,5114.205072582842,proxy_fixed_annual_rate
2023-03-24,0.03962901489071857,3.962901489071857e-4,5116.231781672599,proxy_fixed_annual_rate
2023-03-27,0.03962901489071857,3.962901489071857e-4,5118.259293927201,proxy_fixed_annual_rate
2023-03-28,0.03962901489071857,3.962901489071857e-4,5120.287609664937,proxy_fixed_annual_rate
2023-03-29,0.03962901489071857,3.962901489071857e-4,5122.316729204219,proxy_fixed_annual_rate
2023-03-30,0.03962901489071857,3.962901489071857e-4,5124.346652863585,proxy_fixed_annual_rate
2023-03-31,0.03962901489071857,3.962901489071857e-4,5126.3773809617005,proxy_fixed_annual_rate
2023-04-03,0.03962901489071857,3.962901489071857e-4,5128.408913817356,proxy_fixed_annual_rate
2023-04-04,0.03962901489071857,3.962901489071857e-4,5130.44125174947,proxy_fixed_annual_rate
2023-04-05,0.03962901489071857,3.962901489071857e-4,5132.474395077085,proxy_fixed_annual_rate
2023-04-06,0.03962901489071857,3.962901489071857e-4,5134.508344119373,proxy_fixed_annual_rate
2023-04-10,0.03962901489071857,3.962901489071857e-4,5136.543099195628,proxy_fixed_annual_rate
2023-04-11,0.03962901489071857,3.962901489071857e-4,5138.578660625277,proxy_fixed_annual_rate
2023-04-12,0.03962901489071857,3.962901489071857e-4,5140.615028727867,proxy_fixed_annual_rate
2023-04-13,0.03962901489071857,3.962901489071857e-4,5142.652203823077,proxy_fixed_annual_rate
2023-04-14,0.03962901489071857,3.962901489071857e-4,5144.690186230709,proxy_fixed_annual_rate
2023-04-17,0.03962901489071857,3.962901489071857e-4,5146.7289762706905,proxy_fixed_annual_rate
2023-04-18,0.03962901489071857,3.962901489071857e-4,5148.768574263082,proxy_fixed_annual_rate
2023-04-19,0.03962901489071857,3.962901489071857e-4,5150.808980528065,proxy_fixed_annual_rate
2023-04-20,0.03962901489071857,3.962901489071857e-4,5152.85019538595,proxy_fixed_annual_rate
2023-04-24,0.03962901489071857,3.962901489071857e-4,5154.892219157176,proxy_fixed_annual_rate
2023-04-25,0.03962901489071857,3.962901489071857e-4,5156.935052162307,proxy_fixed_annual_rate
2023-04-26,0.03962901489071857,3.962901489071857e-4,5158.978694722034,proxy_fixed_annual_rate
2023-04-27,0.03962901489071857,3.962901489071857e-4,5161.023147157173,proxy_fixed_annual_rate
2023-04-28,0.03962901489071857,3.962901489071857e-4,5163.068409788673,proxy_fixed_annual_rate
2023-05-02,0.03962901489071857,3.962901489071857e-4,5165.114482937607,proxy_fixed_annual_rate
2023-05-03,0.03962901489071857,3.962901489071857e-4,5167.161366925174,proxy_fixed_annual_rate
2023-05-04,0.03962901489071857,3.962901489071857e-4,5169.2090620726995,proxy_fixed_annual_rate
2023-05-05,0.03962901489071857,3.962901489071857e-4,5171.257568701641,proxy_fixed_annual_rate
2023-05-08,0.03962901489071857,3.962901489071857e-4,5173.306887133578,proxy_fixed_annual_rate
2023-05-09,0.03962901489071857,3.962901489071857e-4,5175.357017690224,proxy_fixed_annual_rate
2023-05-10,0.03962901489071857,3.962901489071857e-4,5177.407960693412,proxy_fixed_annual_rate
2023-05-11,0.03962901489071857,3.962901489071857e-4,5179.459716465108,proxy_fixed_annual_rate
2023-05-12,0.03962901489071857,3.962901489071857e-4,5181.512285327405,proxy_fixed_annual_rate
2023-05-15,0.03962901489071857,3.962901489071857e-4,5183.565667602522,proxy_fixed_annual_rate
2023-05-16,0.03962901489071857,3.962901489071857e-4,5185.619863612806,proxy_fixed_annual_rate
2023-05-17,0.03962901489071857,3.962901489071857e-4,5187.674873680733,proxy_fixed_annual_rate
2023-05-18,0.03962901489071857,3.962901489071857e-4,5189.730698128906,proxy_fixed_annual_rate
2023-05-19,0.03962901489071857,3.962901489071857e-4,5191.787337280056,proxy_fixed_annual_rate
2023-05-22,0.03962901489071857,3.962901489071857e-4,5193.8447914570415,proxy_fixed_annual_rate
2023-05-23,0.03962901489071857,3.962901489071857e-4,5195.903060982848,proxy_fixed_annual_rate
2023-05-24,0.03962901489071857,3.962901489071857e-4,5197.962146180593,proxy_fixed_annual_rate
2023-05-25,0.03962901489071857,3.962901489071857e-4,5200.022047373517,proxy_fixed_annual_rate
2023-05-26,0.03962901489071857,3.962901489071857e-4,5202.082764884991,proxy_fixed_annual_rate
2023-05-29,0.03962901489071857,3.962901489071857e-4,5204.144299038515,proxy_fixed_annual_rate
2023-05-30,0.03962901489071857,3.962901489071857e-4,5206.206650157716,proxy_fixed_annual_rate
2023-05-31,0.03962901489071857,3.962901489071857e-4,5208.269818566348,proxy_fixed_annual_rate
2023-06-01,0.03962901489071857,3.962901489071857e-4,5210.3338045882965,proxy_fixed_annual_rate
2023-06-02,0.03962901489071857,3.962901489071857e-4,5212.398608547573,proxy_fixed_annual_rate
2023-06-05,0.03962901489071857,3.962901489071857e-4,5214.464230768318,proxy_fixed_annual_rate
2023-06-06,0.03962901489071857,3.962901489071857e-4,5216.530671574799,proxy_fixed_annual_rate
2023-06-07,0.03962901489071857,3.962901489071857e-4,5218.597931291418,proxy_fixed_annual_rate
2023-06-09,0.03962901489071857,3.962901489071857e-4,5220.666010242695,proxy_fixed_annual_rate
2023-06-12,0.03962901489071857,3.962901489071857e-4,5222.734908753289,proxy_fixed_annual_rate
2023-06-13,0.03962901489071857,3.962901489071857e-4,5224.804627147982,proxy_fixed_annual_rate
2023-06-14,0.03962901489071857,3.962901489071857e-4,5226.875165751685,proxy_fixed_annual_rate
2023-06-15,0.03962901489071857,3.962901489071857e-4,5228.94652488944,proxy_fixed_annual_rate
2023-06-16,0.03962901489071857,3.962901489071857e-4,5231.018704886416,proxy_fixed_annual_rate
2023-06-19,0.03962901489071857,3.962901489071857e-4,5233.091706067911,proxy_fixed_annual_rate
2023-06-20,0.03962901489071857,3.962901489071857e-4,5235.165528759355,proxy_fixed_annual_rate
2023-06-21,0.03962901489071857,3.962901489071857e-4,5237.240173286301,proxy_fixed_annual_rate
2023-06-22,0.03962901489071857,3.962901489071857e-4,5239.315639974435,proxy_fixed_annual_rate
2023-06-23,0.03962901489071857,3.962901489071857e-4,5241.391929149572,proxy_fixed_annual_rate
2023-06-26,0.03962901489071857,3.962901489071857e-4,5243.469041137656,proxy_fixed_annual_rate
2023-06-27,0.03962901489071857,3.962901489071857e-4,5245.546976264759,proxy_fixed_annual_rate
2023-06-28,0.03962901489071857,3.962901489071857e-4,5247.625734857082,proxy_fixed_annual_rate
2023-06-29,0.03962901489071857,3.962901489071857e-4,5249.705317240958,proxy_fixed_annual_rate
2023-06-30,0.03962901489071857,3.962901489071857e-4,5251.785723742845,proxy_fixed_annual_rate
2023-07-03,0.03962901489071857,3.962901489071857e-4,5253.866954689337,proxy_fixed_annual_rate
2023-07-04,0.03962901489071857,3.962901489071857e-4,5255.949010407149,proxy_fixed_annual_rate
2023-07-05,0.03962901489071857,3.962901489071857e-4,5258.031891223131,proxy_fixed_annual_rate
2023-07-06,0.03962901489071857,3.962901489071857e-4,5260.115597464263,proxy_fixed_annual_rate
2023-07-07,0.03962901489071857,3.962901489071857e-4,5262.200129457651,proxy_fixed_annual_rate
2023-07-10,0.03962901489071857,3.962901489071857e-4,5264.285487530534,proxy_fixed_annual_rate
2023-07-11,0.03962901489071857,3.962901489071857e-4,5266.3716720102775,proxy_fixed_annual_rate
2023-07-12,0.03962901489071857,3.962901489071857e-4,5268.458683224379,proxy_fixed_annual_rate
2023-07-13,0.03962901489071857,3.962901489071857e-4,5270.546521500465,proxy_fixed_annual_rate
2023-07-14,0.03962901489071857,3.962901489071857e-4,5272.635187166293,proxy_fixed_annual_rate
2023-07-17,0.03962901489071857,3.962901489071857e-4,5274.724680549748,proxy_fixed_annual_rate
2023-07-18,0.03962901489071857,3.962901489071857e-4,5276.815001978847,proxy_fixed_annual_rate
2023-07-19,0.03962901489071857,3.962901489071857e-4,5278.906151781737,proxy_fixed_annual_rate
2023-07-20,0.03962901489071857,3.962901489071857e-4,5280.998130286694,proxy_fixed_annual_rate
2023-07-21,0.03962901489071857,3.962901489071857e-4,5283.090937822124,proxy_fixed_annual_rate
2023-07-24,0.03962901489071857,3.962901489071857e-4,5285.1845747165635,proxy_fixed_annual_rate
2023-07-25,0.03962901489071857,3.962901489071857e-4,5287.279041298681,proxy_fixed_annual_rate
2023-07-26,0.03962901489071857,3.962901489071857e-4,5289.37433789727,proxy_fixed_annual_rate
2023-07-27,0.03962901489071857,3.962901489071857e-4,5291.470464841262,proxy_fixed_annual_rate
2023-07-28,0.03962901489071857,3.962901489071857e-4,5293.5674224597105,proxy_fixed_annual_rate
2023-07-31,0.03962901489071857,3.962901489071857e-4,5295.665211081808,proxy_fixed_annual_rate
2023-08-01,0.03962901489071857,3.962901489071857e-4,5297.76383103687,proxy_fixed_annual_rate
2023-08-02,0.03962901489071857,3.962901489071857e-4,5299.863282654347,proxy_fixed_annual_rate
2023-08-03,0.03962901489071857,3.962901489071857e-4,5301.9635662638175,proxy_fixed_annual_rate
2023-08-04,0.03962901489071857,3.962901489071857e-4,5304.064682194993,proxy_fixed_annual_rate
2023-08-07,0.03962901489071857,3.962901489071857e-4,5306.166630777713,proxy_fixed_annual_rate
2023-08-08,0.03962901489071857,3.962901489071857e-4,5308.269412341951,proxy_fixed_annual_rate
2023-08-09,0.03962901489071857,3.962901489071857e-4,5310.373027217807,proxy_fixed_annual_rate
2023-08-10,0.03962901489071857,3.962901489071857e-4,5312.477475735515,proxy_fixed_annual_rate
2023-08-11,0.03962901489071857,3.962901489071857e-4,5314.5827582254415,proxy_fixed_annual_rate
2023-08-14,0.03962901489071857,3.962901489071857e-4,5316.688875018078,proxy_fixed_annual_rate
2023-08-15,0.03962901489071857,3.962901489071857e-4,5318.795826444051,proxy_fixed_annual_rate
2023-08-16,0.03962901489071857,3.962901489071857e-4,5320.90361283412,proxy_fixed_annual_rate
2023-08-17,0.03962901489071857,3.962901489071857e-4,5323.012234519171,proxy_fixed_annual_rate
2023-08-18,0.03962901489071857,3.962901489071857e-4,5325.121691830223,proxy_fixed_annual_rate
2023-08-21,0.03962901489071857,3.962901489071857e-4,5327.231985098428,proxy_fixed_annual_rate
2023-08-22,0.03962901489071857,3.962901489071857e-4,5329.343114655065,proxy_fixed_annual_rate
2023-08-23,0.03962901489071857,3.962901489071857e-4,5331.45508083155,proxy_fixed_annual_rate
2023-08-24,0.03962901489071857,3.962901489071857e-4,5333.567883959425,proxy_fixed_annual_rate
2023-08-25,0.03962901489071857,3.962901489071857e-4,5335.681524370365,proxy_fixed_annual_rate
2023-08-28,0.03962901489071857,3.962901489071857e-4,5337.796002396179,proxy_fixed_annual_rate
2023-08-29,0.03962901489071857,3.962901489071857e-4,5339.911318368805,proxy_fixed_annual_rate
2023-08-30,0.03962901489071857,3.962901489071857e-4,5342.027472620312,proxy_fixed_annual_rate
2023-08-31,0.03962901489071857,3.962901489071857e-4,5344.144465482904,proxy_fixed_annual_rate
2023-09-01,0.03962901489071857,3.962901489071857e-4,5346.262297288912,proxy_fixed_annual_rate
2023-09-04,0.03962901489071857,3.962901489071857e-4,5348.3809683708005,proxy_fixed_annual_rate
2023-09-05,0.03962901489071857,3.962901489071857e-4,5350.500479061168,proxy_fixed_annual_rate
2023-09-06,0.03962901489071857,3.962901489071857e-4,5352.620829692743,proxy_fixed_annual_rate
2023-09-08,0.03962901489071857,3.962901489071857e-4,5354.742020598386,proxy_fixed_annual_rate
2023-09-11,0.03962901489071857,3.962901489071857e-4,5356.864052111089,proxy_fixed_annual_rate
2023-09-12,0.03962901489071857,3.962901489071857e-4,5358.986924563976,proxy_fixed_annual_rate
2023-09-13,0.03962901489071857,3.962901489071857e-4,5361.110638290303,proxy_fixed_annual_rate
2023-09-14,0.03962901489071857,3.962901489071857e-4,5363.235193623459,proxy_fixed_annual_rate
2023-09-15,0.03962901489071857,3.962901489071857e-4,5365.360590896964,proxy_fixed_annual_rate
